x	Y	View
184	228	LF
184	213	LF
189	199	LF
188	225	LF
190	243	LF
187	208	LF
185	223	LF
190	200	LF
187	207	LF
191	224	LF
189	232	LF
186	192	LF
191	182	LF
182	216	LF
183	228	LF
189	208	LF
188	230	LF
189	227	LF
185	229	LF
185	188	LF
183	182	LF
191	185	LF
191	214	LF
186	190	LF
192	237	LF
193	234	LF
183	249	LF
192	232	LF
188	234	LF
185	248	LF
184	233	LF
184	226	LF
192	200	LF
185	190	LF
191	229	LF
191	239	LF
186	215	LF
188	215	LF
184	239	LF
187	234	LF
193	209	LF
189	237	LF
186	191	LF
184	209	LF
184	229	LF
186	224	LF
186	194	LF
186	222	LF
188	236	LF
183	211	LF
184	226	LF
191	220	LF
188	199	LF
187	212	LF
187	222	LF
184	243	LF
186	228	LF
192	223	LF
185	250	LF
189	318	LF
186	254	LF
186	228	LF
192	211	LF
186	252	LF
188	234	LF
185	243	LF
187	193	LF
189	223	LF
187	204	LF
194	221	LF
187	219	LF
184	220	LF
186	241	LF
187	211	LF
186	213	LF
188	201	LF
192	243	LF
187	205	LF
187	161	LF
187	188	LF
186	227	LF
193	205	LF
188	189	LF
190	231	LF
189	244	LF
190	142	LF
190	240	LF
190	231	LF
193	222	LF
191	244	LF
190	231	LF
192	245	LF
191	229	LF
192	221	LF
194	240	LF
192	218	LF
191	216	LF
194	218	LF
189	228	LF
187	220	LF
191	261	LF
187	187	LF
192	233	LF
189	230	LF
192	216	LF
194	214	LF
194	235	LF
194	191	LF
191	221	LF
189	227	LF
195	223	LF
187	228	LF
193	228	LF
189	232	LF
190	215	LF
186	207	LF
193	233	LF
195	241	LF
191	154	LF
193	239	LF
192	209	LF
186	238	LF
194	233	LF
195	190	LF
188	205	LF
187	241	LF
189	227	LF
194	226	LF
194	227	LF
191	217	LF
195	259	LF
191	220	LF
192	192	LF
196	208	LF
187	368	LF
193	211	LF
197	201	LF
197	208	LF
190	219	LF
188	240	LF
193	206	LF
188	220	LF
195	206	LF
194	178	LF
187	195	LF
195	175	LF
194	175	LF
189	228	LF
188	185	LF
187	220	LF
196	214	LF
187	228	LF
190	167	LF
191	191	LF
196	211	LF
193	251	LF
190	319	LF
190	211	LF
191	225	LF
192	247	LF
191	223	LF
195	194	LF
190	193	LF
192	195	LF
194	177	LF
193	227	LF
188	228	LF
189	225	LF
195	242	LF
192	234	LF
191	226	LF
196	221	LF
193	215	LF
197	223	LF
190	251	LF
192	176	LF
192	220	LF
197	176	LF
188	221	LF
196	223	LF
197	229	LF
193	208	LF
192	212	LF
191	246	LF
198	242	LF
188	234	LF
190	231	LF
190	186	LF
191	210	LF
193	199	LF
192	180	LF
196	237	LF
198	219	LF
197	233	LF
192	236	LF
198	234	LF
195	231	LF
193	228	LF
195	209	LF
191	217	LF
194	183	LF
195	233	LF
192	218	LF
193	220	LF
196	232	LF
190	215	LF
195	206	LF
192	238	LF
191	193	LF
194	178	LF
192	206	LF
194	216	LF
200	219	LF
192	214	LF
194	249	LF
197	222	LF
200	219	LF
195	181	LF
195	208	LF
198	176	LF
191	260	LF
199	194	LF
198	233	LF
199	233	LF
196	238	LF
196	224	LF
191	184	LF
200	218	LF
198	219	LF
197	237	LF
194	233	LF
198	225	LF
194	249	LF
197	185	LF
190	221	LF
196	220	LF
194	231	LF
195	219	LF
196	226	LF
196	228	LF
196	184	LF
196	207	LF
195	221	LF
196	239	LF
198	214	LF
199	200	LF
195	253	LF
200	212	LF
201	243	LF
192	265	LF
195	252	LF
198	203	LF
198	236	LF
200	236	LF
192	198	LF
191	232	LF
197	217	LF
193	230	LF
196	219	LF
194	218	LF
198	186	LF
192	226	LF
199	188	LF
195	230	LF
199	232	LF
196	216	LF
194	239	LF
194	252	LF
192	250	LF
194	242	LF
195	181	LF
197	214	LF
202	261	LF
197	225	LF
199	222	LF
202	217	LF
202	230	LF
200	192	LF
193	240	LF
201	179	LF
201	224	LF
194	201	LF
199	194	LF
200	230	LF
197	232	LF
197	217	LF
201	184	LF
198	158	LF
202	206	LF
193	226	LF
202	230	LF
201	225	LF
203	180	LF
199	222	LF
203	208	LF
198	226	LF
195	227	LF
201	231	LF
196	196	LF
201	251	LF
201	227	LF
203	199	LF
202	213	LF
201	194	LF
197	194	LF
196	205	LF
202	172	LF
196	186	LF
198	178	LF
198	221	LF
195	186	LF
194	228	LF
202	189	LF
195	226	LF
201	312	LF
202	228	LF
196	240	LF
199	226	LF
199	198	LF
204	240	LF
195	221	LF
196	222	LF
201	267	LF
203	192	LF
202	185	LF
195	218	LF
197	172	LF
198	198	LF
195	219	LF
197	191	LF
202	306	LF
202	214	LF
196	216	LF
196	199	LF
204	233	LF
200	247	LF
196	233	LF
200	231	LF
197	222	LF
197	236	LF
200	185	LF
204	269	LF
197	182	LF
205	195	LF
197	179	LF
200	179	LF
204	185	LF
198	208	LF
198	236	LF
198	230	LF
199	366	LF
205	182	LF
206	240	LF
202	249	LF
201	237	LF
201	265	LF
198	233	LF
206	188	LF
199	225	LF
206	216	LF
199	208	LF
205	268	LF
199	225	LF
200	206	LF
207	231	LF
205	225	LF
197	225	LF
202	159	LF
207	189	LF
205	217	LF
207	209	LF
202	211	LF
205	181	LF
206	213	LF
200	164	LF
203	181	LF
200	222	LF
200	206	LF
200	154	LF
206	177	LF
202	169	LF
205	164	LF
203	254	LF
198	196	LF
202	199	LF
203	168	LF
198	176	LF
200	184	LF
205	179	LF
206	165	LF
200	284	LF
201	184	LF
201	177	LF
206	173	LF
204	207	LF
205	174	LF
198	214	LF
204	226	LF
207	192	LF
204	176	LF
207	200	LF
206	237	LF
207	217	LF
202	183	LF
207	211	LF
208	229	LF
201	180	LF
205	212	LF
202	221	LF
203	232	LF
199	223	LF
200	232	LF
201	184	LF
204	207	LF
199	233	LF
203	309	LF
201	235	LF
206	267	LF
201	137	LF
200	190	LF
205	203	LF
201	224	LF
207	191	LF
200	205	LF
205	190	LF
207	220	LF
201	160	LF
201	220	LF
203	174	LF
208	213	LF
200	253	LF
209	191	LF
200	331	LF
204	226	LF
201	227	LF
207	180	LF
203	221	LF
203	185	LF
205	165	LF
206	165	LF
206	226	LF
204	180	LF
208	230	LF
200	244	LF
205	188	LF
208	197	LF
202	221	LF
205	209	LF
204	185	LF
205	181	LF
202	180	LF
207	238	LF
204	231	LF
200	208	LF
205	210	LF
204	184	LF
208	207	LF
206	187	LF
202	192	LF
204	218	LF
205	312	LF
200	211	LF
200	207	LF
209	179	LF
208	236	LF
206	225	LF
201	211	LF
203	207	LF
204	205	LF
207	184	LF
201	203	LF
201	170	LF
208	199	LF
207	171	LF
204	180	LF
208	256	LF
204	212	LF
202	195	LF
205	231	LF
205	188	LF
208	192	LF
209	221	LF
209	182	LF
202	180	LF
203	183	LF
208	223	LF
205	209	LF
207	215	LF
200	180	LF
206	289	LF
204	192	LF
209	210	LF
209	180	LF
204	174	LF
205	234	LF
203	186	LF
207	212	LF
205	194	LF
200	172	LF
206	179	LF
205	226	LF
202	188	LF
210	177	LF
206	189	LF
201	219	LF
201	216	LF
209	199	LF
209	191	LF
203	217	LF
210	234	LF
206	163	LF
203	168	LF
205	168	LF
203	224	LF
207	186	LF
201	213	LF
209	325	LF
202	179	LF
208	328	LF
205	202	LF
206	138	LF
205	178	LF
204	202	LF
208	183	LF
204	189	LF
202	200	LF
201	174	LF
205	175	LF
207	195	LF
208	221	LF
202	210	LF
208	227	LF
210	212	LF
206	213	LF
205	210	LF
204	239	LF
201	180	LF
201	188	LF
207	153	LF
206	218	LF
205	177	LF
209	196	LF
210	237	LF
206	270	LF
205	201	LF
204	205	LF
211	191	LF
204	228	LF
210	178	LF
210	178	LF
206	227	LF
205	204	LF
207	240	LF
204	205	LF
205	166	LF
204	201	LF
207	251	LF
210	224	LF
201	318	LF
207	194	LF
210	218	LF
211	205	LF
205	212	LF
208	174	LF
204	197	LF
210	243	LF
201	208	LF
204	243	LF
206	213	LF
209	187	LF
203	199	LF
205	209	LF
206	201	LF
203	185	LF
204	176	LF
203	205	LF
211	238	LF
206	193	LF
202	188	LF
210	196	LF
205	193	LF
206	188	LF
207	241	LF
208	181	LF
205	247	LF
207	198	LF
207	176	LF
202	229	LF
201	241	LF
205	209	LF
203	197	LF
201	190	LF
206	186	LF
203	189	LF
202	206	LF
202	169	LF
203	230	LF
202	223	LF
202	201	LF
209	186	LF
206	202	LF
211	252	LF
205	168	LF
206	183	LF
201	210	LF
205	191	LF
204	207	LF
211	236	LF
211	171	LF
210	188	LF
210	343	LF
204	202	LF
207	199	LF
212	212	LF
204	177	LF
203	208	LF
204	206	LF
205	186	LF
211	185	LF
206	170	LF
205	206	LF
207	232	LF
211	217	LF
209	194	LF
211	204	LF
207	179	LF
211	192	LF
204	185	LF
203	178	LF
212	197	LF
204	204	LF
205	165	LF
209	174	LF
208	254	LF
210	191	LF
210	191	LF
210	185	LF
211	333	LF
205	204	LF
206	192	LF
207	231	LF
211	269	LF
209	228	LF
207	211	LF
207	235	LF
207	214	LF
204	206	LF
209	185	LF
211	200	LF
203	331	LF
210	208	LF
204	180	LF
210	184	LF
211	189	LF
210	204	LF
211	221	LF
212	203	LF
205	217	LF
208	173	LF
212	297	LF
211	174	LF
209	194	LF
203	169	LF
207	186	LF
203	195	LF
209	222	LF
207	193	LF
205	234	LF
209	181	LF
209	175	LF
206	184	LF
202	200	LF
208	200	LF
205	208	LF
202	185	LF
208	233	LF
204	214	LF
210	191	LF
212	184	LF
205	203	LF
204	221	LF
208	192	LF
204	172	LF
202	191	LF
209	189	LF
209	175	LF
211	230	LF
205	170	LF
207	217	LF
204	222	LF
205	187	LF
202	182	LF
205	224	LF
209	188	LF
209	222	LF
207	214	LF
209	199	LF
207	176	LF
209	181	LF
211	174	LF
206	189	LF
210	182	LF
202	208	LF
208	231	LF
209	209	LF
209	183	LF
208	232	LF
212	192	LF
212	251	LF
210	210	LF
204	206	LF
204	209	LF
208	207	LF
207	223	LF
212	171	LF
210	198	LF
212	240	LF
209	206	LF
209	141	LF
211	203	LF
209	211	LF
204	192	LF
208	248	LF
204	203	LF
208	147	LF
210	161	LF
208	212	LF
211	211	LF
204	222	LF
210	160	LF
209	190	LF
204	202	LF
211	197	LF
211	203	LF
210	254	LF
208	214	LF
207	174	LF
205	196	LF
212	205	LF
211	232	LF
206	215	LF
208	184	LF
211	204	LF
211	207	LF
203	192	LF
212	198	LF
208	185	LF
211	210	LF
205	177	LF
211	168	LF
207	191	LF
212	227	LF
205	217	LF
212	189	LF
207	203	LF
208	228	LF
210	208	LF
206	207	LF
208	204	LF
212	227	LF
212	202	LF
208	174	LF
208	178	LF
206	231	LF
212	236	LF
209	207	LF
212	195	LF
204	174	LF
205	184	LF
208	179	LF
207	182	LF
212	185	LF
204	173	LF
208	215	LF
204	105	LF
208	185	LF
207	184	LF
209	171	LF
209	208	LF
212	210	LF
210	268	LF
204	190	LF
211	201	LF
207	178	LF
203	172	LF
205	179	LF
206	190	LF
205	227	LF
208	267	LF
205	183	LF
208	235	LF
211	178	LF
204	176	LF
208	210	LF
205	198	LF
213	268	LF
204	172	LF
209	191	LF
211	214	LF
204	236	LF
208	218	LF
205	248	LF
206	235	LF
210	208	LF
204	306	LF
210	177	LF
207	181	LF
207	172	LF
208	208	LF
208	173	LF
203	216	LF
204	216	LF
209	260	LF
205	204	LF
203	247	LF
204	232	LF
208	168	LF
213	204	LF
211	201	LF
212	209	LF
208	169	LF
210	214	LF
210	182	LF
206	205	LF
205	177	LF
204	192	LF
212	200	LF
209	214	LF
212	190	LF
211	185	LF
212	232	LF
211	231	LF
211	221	LF
208	184	LF
208	212	LF
207	176	LF
208	175	LF
207	218	LF
207	218	LF
212	183	LF
211	201	LF
213	208	LF
209	198	LF
208	202	LF
210	204	LF
209	175	LF
210	229	LF
205	187	LF
204	207	LF
209	190	LF
207	214	LF
204	173	LF
208	173	LF
212	182	LF
213	207	LF
213	186	LF
212	221	LF
208	233	LF
208	190	LF
210	214	LF
204	245	LF
209	219	LF
212	206	LF
211	240	LF
210	173	LF
207	195	LF
205	182	LF
207	193	LF
211	205	LF
211	176	LF
210	214	LF
209	245	LF
212	219	LF
209	237	LF
206	193	LF
205	233	LF
205	162	LF
210	215	LF
208	202	LF
206	216	LF
211	198	LF
204	185	LF
206	223	LF
209	179	LF
212	211	LF
213	212	LF
205	187	LF
208	192	LF
209	182	LF
206	202	LF
210	216	LF
208	184	LF
207	264	LF
212	183	LF
207	212	LF
213	211	LF
211	182	LF
211	201	LF
204	178	LF
206	219	LF
207	195	LF
210	236	LF
206	205	LF
210	205	LF
205	190	LF
209	211	LF
204	200	LF
212	185	LF
211	212	LF
208	206	LF
210	190	LF
213	179	LF
213	195	LF
212	202	LF
209	196	LF
206	171	LF
208	189	LF
207	172	LF
204	191	LF
211	184	LF
210	99	LF
209	230	LF
204	227	LF
208	217	LF
206	198	LF
210	198	LF
209	163	LF
207	180	LF
212	187	LF
209	205	LF
206	168	LF
208	211	LF
210	202	LF
209	225	LF
213	190	LF
205	206	LF
204	190	LF
208	200	LF
213	272	LF
208	213	LF
209	190	LF
208	155	LF
209	208	LF
209	189	LF
207	140	LF
206	191	LF
207	178	LF
214	238	LF
211	212	LF
213	209	LF
207	194	LF
211	203	LF
207	190	LF
211	234	LF
205	183	LF
204	210	LF
211	172	LF
204	214	LF
213	203	LF
206	230	LF
213	219	LF
209	201	LF
206	226	LF
208	230	LF
214	206	LF
211	202	LF
212	198	LF
210	253	LF
210	199	LF
207	166	LF
211	190	LF
211	210	LF
205	222	LF
214	189	LF
204	204	LF
213	176	LF
207	215	LF
207	207	LF
209	203	LF
205	188	LF
210	203	LF
209	180	LF
210	203	LF
211	264	LF
206	247	LF
205	213	LF
211	205	LF
214	218	LF
208	185	LF
204	221	LF
212	211	LF
206	230	LF
207	184	LF
213	236	LF
204	217	LF
213	194	LF
210	231	LF
213	179	LF
208	206	LF
212	231	LF
207	209	LF
209	197	LF
212	173	LF
204	208	LF
213	263	LF
213	207	LF
212	182	LF
210	204	LF
212	205	LF
207	216	LF
206	202	LF
208	227	LF
215	186	LF
207	242	LF
210	229	LF
209	224	LF
213	186	LF
211	188	LF
209	179	LF
213	220	LF
209	234	LF
205	209	LF
212	198	LF
214	209	LF
209	165	LF
209	216	LF
206	145	LF
209	224	LF
215	192	LF
207	213	LF
211	184	LF
212	229	LF
209	198	LF
210	206	LF
208	238	LF
213	250	LF
207	170	LF
213	189	LF
207	183	LF
208	237	LF
213	185	LF
209	224	LF
209	185	LF
214	167	LF
208	203	LF
208	161	LF
211	196	LF
214	210	LF
213	182	LF
206	236	LF
212	171	LF
209	228	LF
209	183	LF
211	206	LF
205	191	LF
211	235	LF
207	233	LF
206	236	LF
208	204	LF
209	206	LF
207	224	LF
211	214	LF
207	191	LF
206	148	LF
210	208	LF
210	171	LF
206	202	LF
210	203	LF
210	219	LF
209	232	LF
207	204	LF
207	230	LF
211	269	LF
212	189	LF
205	226	LF
214	195	LF
209	168	LF
214	194	LF
211	196	LF
208	189	LF
213	192	LF
214	207	LF
209	200	LF
212	149	LF
211	193	LF
215	204	LF
213	226	LF
206	232	LF
209	197	LF
214	251	LF
212	186	LF
209	208	LF
208	209	LF
210	200	LF
206	209	LF
214	184	LF
210	177	LF
215	174	LF
212	220	LF
212	235	LF
209	206	LF
206	188	LF
212	210	LF
208	187	LF
214	228	LF
214	210	LF
209	233	LF
207	208	LF
209	228	LF
215	211	LF
214	201	LF
209	268	LF
214	185	LF
215	222	LF
212	159	LF
212	182	LF
213	211	LF
210	211	LF
208	228	LF
211	239	LF
206	165	LF
213	234	LF
209	174	LF
211	242	LF
211	210	LF
205	232	LF
212	216	LF
212	206	LF
212	241	LF
206	209	LF
215	210	LF
211	237	LF
207	208	LF
205	172	LF
212	215	LF
205	212	LF
211	200	LF
207	210	LF
214	235	LF
213	204	LF
208	231	LF
208	225	LF
207	260	LF
212	209	LF
207	204	LF
213	206	LF
210	226	LF
213	215	LF
208	188	LF
207	186	LF
205	203	LF
208	188	LF
211	202	LF
212	181	LF
215	210	LF
215	232	LF
215	208	LF
206	187	LF
210	211	LF
215	237	LF
207	182	LF
211	194	LF
210	198	LF
216	187	LF
211	186	LF
210	191	LF
213	201	LF
213	221	LF
214	186	LF
213	176	LF
212	261	LF
211	220	LF
208	194	LF
212	201	LF
216	228	LF
209	217	LF
216	240	LF
210	194	LF
210	203	LF
215	212	LF
209	203	LF
211	199	LF
209	201	LF
207	233	LF
214	217	LF
207	243	LF
211	229	LF
209	229	LF
206	275	LF
208	197	LF
209	177	LF
215	121	LF
212	232	LF
209	183	LF
207	224	LF
206	241	LF
213	202	LF
211	201	LF
209	212	LF
207	247	LF
207	248	LF
210	214	LF
211	213	LF
211	214	LF
206	245	LF
209	195	LF
215	187	LF
207	158	LF
206	213	LF
207	199	LF
213	203	LF
211	205	LF
207	200	LF
209	225	LF
210	216	LF
209	206	LF
214	191	LF
212	217	LF
211	210	LF
209	231	LF
207	218	LF
209	212	LF
214	208	LF
207	198	LF
215	197	LF
214	207	LF
215	232	LF
209	225	LF
211	230	LF
207	180	LF
207	194	LF
208	171	LF
215	216	LF
208	185	LF
215	187	LF
208	177	LF
210	224	LF
210	200	LF
210	216	LF
210	208	LF
208	205	LF
214	200	LF
209	208	LF
208	242	LF
209	201	LF
216	253	LF
211	197	LF
210	245	LF
212	254	LF
210	179	LF
213	235	LF
215	168	LF
209	228	LF
208	184	LF
209	191	LF
216	211	LF
209	186	LF
213	170	LF
209	249	LF
215	174	LF
214	235	LF
213	195	LF
213	232	LF
211	199	LF
212	187	LF
214	249	LF
213	209	LF
210	214	LF
213	216	LF
216	234	LF
210	257	LF
209	236	LF
208	231	LF
212	188	LF
212	188	LF
208	232	LF
207	229	LF
212	203	LF
214	244	LF
208	251	LF
215	211	LF
210	206	LF
213	213	LF
213	222	LF
208	210	LF
207	229	LF
213	223	LF
215	241	LF
209	206	LF
215	203	LF
208	232	LF
210	224	LF
213	215	LF
214	179	LF
211	203	LF
214	247	LF
209	252	LF
214	181	LF
214	210	LF
214	190	LF
214	189	LF
210	151	LF
211	230	LF
210	164	LF
210	163	LF
211	265	LF
212	184	LF
215	186	LF
213	219	LF
211	227	LF
214	217	LF
207	233	LF
212	229	LF
215	199	LF
210	179	LF
209	225	LF
212	232	LF
213	236	LF
215	220	LF
210	200	LF
212	203	LF
210	224	LF
216	202	LF
208	197	LF
212	226	LF
211	186	LF
214	247	LF
209	227	LF
212	243	LF
216	219	LF
212	205	LF
214	211	LF
212	216	LF
217	193	LF
212	223	LF
209	206	LF
207	161	LF
214	219	LF
210	218	LF
208	213	LF
215	223	LF
211	210	LF
209	226	LF
210	183	LF
213	183	LF
211	231	LF
209	216	LF
216	227	LF
214	210	LF
217	246	LF
211	194	LF
211	220	LF
217	226	LF
216	258	LF
212	237	LF
216	231	LF
207	203	LF
214	222	LF
211	195	LF
215	244	LF
213	173	LF
216	154	LF
210	204	LF
211	211	LF
208	211	LF
216	219	LF
213	234	LF
215	208	LF
209	205	LF
215	193	LF
212	229	LF
210	195	LF
208	211	LF
216	235	LF
209	185	LF
212	174	LF
208	184	LF
209	196	LF
212	217	LF
207	231	LF
211	197	LF
208	226	LF
212	211	LF
208	212	LF
214	235	LF
210	249	LF
208	187	LF
208	162	LF
217	206	LF
207	227	LF
210	202	LF
217	190	LF
216	197	LF
209	210	LF
215	227	LF
216	243	LF
217	222	LF
208	233	LF
214	219	LF
215	215	LF
211	191	LF
210	276	LF
210	223	LF
216	178	LF
212	182	LF
211	207	LF
215	198	LF
217	225	LF
208	210	LF
208	224	LF
214	204	LF
214	223	LF
212	205	LF
217	235	LF
211	237	LF
212	230	LF
213	210	LF
210	174	LF
211	230	LF
215	202	LF
213	263	LF
207	208	LF
215	269	LF
207	207	LF
209	187	LF
213	216	LF
213	243	LF
207	234	LF
214	236	LF
211	223	LF
215	245	LF
210	234	LF
209	228	LF
209	219	LF
209	229	LF
214	204	LF
209	204	LF
207	182	LF
207	234	LF
216	235	LF
214	240	LF
207	215	LF
216	299	LF
209	300	LF
216	226	LF
213	206	LF
213	198	LF
212	237	LF
211	203	LF
207	175	LF
214	201	LF
212	239	LF
216	231	LF
215	230	LF
211	252	LF
215	206	LF
211	223	LF
211	228	LF
208	182	LF
212	210	LF
212	82	LF
207	240	LF
214	209	LF
211	181	LF
216	214	LF
216	211	LF
207	231	LF
213	235	LF
215	148	LF
210	213	LF
211	151	LF
216	215	LF
209	243	LF
213	240	LF
213	232	LF
215	220	LF
213	249	LF
211	205	LF
210	248	LF
211	219	LF
212	234	LF
212	234	LF
213	176	LF
209	211	LF
213	196	LF
214	313	LF
209	217	LF
210	267	LF
214	214	LF
209	143	LF
211	229	LF
215	231	LF
213	243	LF
215	236	LF
217	201	LF
213	200	LF
212	255	LF
217	245	LF
218	196	LF
209	248	LF
213	214	LF
218	238	LF
218	213	LF
211	256	LF
210	286	LF
211	226	LF
215	175	LF
215	225	LF
217	232	LF
217	188	LF
215	232	LF
209	215	LF
216	221	LF
217	212	LF
210	191	LF
216	220	LF
211	217	LF
210	199	LF
211	205	LF
209	214	LF
215	149	LF
212	194	LF
216	227	LF
210	231	LF
209	208	LF
214	209	LF
216	173	LF
208	216	LF
217	232	LF
212	236	LF
211	243	LF
215	242	LF
217	220	LF
216	255	LF
215	234	LF
214	224	LF
214	198	LF
209	247	LF
210	233	LF
218	217	LF
213	228	LF
214	177	LF
216	222	LF
210	197	LF
209	181	LF
213	166	LF
210	240	LF
212	233	LF
214	193	LF
212	236	LF
216	221	LF
211	213	LF
215	252	LF
209	192	LF
215	208	LF
211	185	LF
217	179	LF
217	220	LF
216	230	LF
209	233	LF
215	233	LF
215	157	LF
212	193	LF
212	205	LF
208	239	LF
210	230	LF
213	204	LF
216	243	LF
213	228	LF
213	206	LF
210	231	LF
209	225	LF
216	267	LF
218	238	LF
212	249	LF
213	199	LF
216	222	LF
218	219	LF
217	227	LF
215	167	LF
214	246	LF
214	225	LF
218	199	LF
210	256	LF
217	180	LF
210	221	LF
216	234	LF
209	207	LF
211	158	LF
215	194	LF
217	208	LF
217	230	LF
208	179	LF
216	203	LF
215	238	LF
209	265	LF
214	230	LF
208	227	LF
212	209	LF
209	235	LF
213	184	LF
211	197	LF
211	246	LF
209	235	LF
214	217	LF
216	215	LF
214	231	LF
217	219	LF
217	205	LF
218	173	LF
214	212	LF
216	175	LF
211	243	LF
218	238	LF
217	189	LF
216	216	LF
210	255	LF
217	229	LF
216	158	LF
218	241	LF
214	215	LF
216	235	LF
218	227	LF
212	180	LF
218	235	LF
209	173	LF
218	238	LF
213	255	LF
214	223	LF
212	167	LF
212	175	LF
211	197	LF
219	226	LF
209	232	LF
217	229	LF
212	224	LF
218	225	LF
216	232	LF
211	205	LF
215	219	LF
215	236	LF
219	177	LF
211	203	LF
210	239	LF
211	188	LF
211	162	LF
217	232	LF
209	231	LF
219	237	LF
212	169	LF
210	206	LF
217	226	LF
215	230	LF
210	168	LF
212	185	LF
209	240	LF
211	189	LF
218	166	LF
213	225	LF
212	228	LF
219	158	LF
212	179	LF
213	214	LF
209	251	LF
216	255	LF
210	244	LF
210	224	LF
210	225	LF
209	206	LF
218	218	LF
212	220	LF
211	236	LF
212	234	LF
217	228	LF
211	217	LF
209	251	LF
215	214	LF
212	223	LF
215	257	LF
214	219	LF
211	173	LF
217	190	LF
216	166	LF
210	224	LF
218	255	LF
209	218	LF
213	208	LF
215	165	LF
215	156	LF
216	237	LF
215	242	LF
209	170	LF
215	172	LF
219	176	LF
209	158	LF
213	201	LF
210	229	LF
212	222	LF
211	49	LF
214	204	LF
218	208	LF
213	141	LF
213	194	LF
212	227	LF
220	198	LF
213	226	LF
213	234	LF
218	237	LF
211	232	LF
211	232	LF
216	231	LF
217	191	LF
218	224	LF
214	233	LF
211	224	LF
215	216	LF
212	172	LF
214	190	LF
212	259	LF
216	221	LF
216	226	LF
219	235	LF
214	219	LF
215	207	LF
217	252	LF
217	236	LF
213	229	LF
212	190	LF
220	232	LF
214	191	LF
214	199	LF
212	299	LF
212	203	LF
211	231	LF
214	239	LF
214	209	LF
218	214	LF
211	203	LF
220	210	LF
219	213	LF
217	244	LF
216	249	LF
220	157	LF
213	228	LF
212	211	LF
212	269	LF
212	236	LF
217	266	LF
217	219	LF
219	222	LF
214	216	LF
218	230	LF
215	231	LF
217	220	LF
216	176	LF
217	225	LF
211	183	LF
211	257	LF
218	217	LF
219	235	LF
220	235	LF
219	259	LF
212	255	LF
213	235	LF
210	155	LF
217	208	LF
216	237	LF
210	242	LF
218	225	LF
215	205	LF
214	240	LF
217	193	LF
219	224	LF
214	216	LF
212	197	LF
212	231	LF
214	230	LF
220	229	LF
213	319	LF
211	220	LF
218	247	LF
211	247	LF
217	140	LF
216	181	LF
218	206	LF
214	220	LF
219	202	LF
216	213	LF
214	208	LF
216	229	LF
213	228	LF
212	222	LF
211	229	LF
212	233	LF
211	220	LF
215	222	LF
213	246	LF
216	204	LF
221	214	LF
219	213	LF
215	245	LF
219	204	LF
216	232	LF
221	227	LF
216	198	LF
213	262	LF
212	217	LF
216	246	LF
217	260	LF
219	230	LF
221	238	LF
216	203	LF
213	207	LF
211	215	LF
213	241	LF
220	229	LF
217	221	LF
220	209	LF
214	237	LF
213	186	LF
219	228	LF
219	225	LF
218	212	LF
216	225	LF
216	217	LF
216	233	LF
215	221	LF
212	228	LF
213	227	LF
213	178	LF
217	247	LF
221	225	LF
212	193	LF
220	231	LF
216	230	LF
217	232	LF
221	222	LF
219	247	LF
218	230	LF
220	235	LF
217	193	LF
216	226	LF
221	219	LF
214	224	LF
218	243	LF
216	215	LF
216	224	LF
216	205	LF
218	221	LF
215	217	LF
220	212	LF
213	220	LF
212	230	LF
213	238	LF
215	206	LF
216	230	LF
216	178	LF
212	231	LF
217	239	LF
216	212	LF
222	285	LF
218	189	LF
220	187	LF
214	224	LF
220	207	LF
216	237	LF
222	225	LF
215	220	LF
222	178	LF
217	226	LF
222	229	LF
218	228	LF
219	226	LF
217	191	LF
217	237	LF
220	240	LF
213	224	LF
214	170	LF
221	93	LF
214	225	LF
222	226	LF
215	226	LF
220	219	LF
219	220	LF
217	227	LF
221	230	LF
215	223	LF
218	184	LF
219	232	LF
214	222	LF
215	219	LF
216	263	LF
216	261	LF
221	212	LF
220	191	LF
214	194	LF
216	242	LF
217	191	LF
216	219	LF
218	226	LF
215	180	LF
213	229	LF
224	251	LF
215	218	LF
216	249	LF
216	192	LF
217	198	LF
219	159	LF
223	231	LF
222	218	LF
214	221	LF
219	282	LF
216	205	LF
222	248	LF
221	226	LF
221	240	LF
220	240	LF
218	128	LF
218	222	LF
222	206	LF
222	222	LF
214	239	LF
220	233	LF
222	219	LF
215	233	LF
223	235	LF
224	227	LF
223	230	LF
222	185	LF
215	172	LF
215	185	LF
224	221	LF
224	172	LF
223	238	LF
223	122	LF
216	188	LF
218	247	LF
223	225	LF
224	217	LF
218	184	LF
214	215	LF
216	208	LF
217	195	LF
223	125	LF
219	188	LF
220	228	LF
220	233	LF
219	238	LF
218	232	LF
215	206	LF
215	175	LF
219	222	LF
218	205	LF
219	225	LF
223	107	LF
219	247	LF
225	225	LF
225	234	LF
221	235	LF
219	213	LF
225	244	LF
225	140	LF
217	245	LF
218	212	LF
224	197	LF
219	239	LF
222	226	LF
222	229	LF
221	251	LF
215	224	LF
221	232	LF
215	112	LF
222	241	LF
223	222	LF
218	240	LF
218	183	LF
218	246	LF
225	207	LF
223	190	LF
222	221	LF
225	222	LF
223	254	LF
216	217	LF
219	177	LF
220	205	LF
219	185	LF
223	219	LF
225	262	LF
222	219	LF
217	229	LF
223	246	LF
226	173	LF
218	217	LF
218	243	LF
224	184	LF
219	173	LF
218	215	LF
224	349	LF
227	235	LF
